Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
27/12/2008,103.39(83.66),87.25(78.42),84.90(72.10),N.S.(N.S.),,N.S.(N.S.),N.S.(52.02),N.S.(N.S.),64.40(46.77)
20/12/2008,104.46(83.94),89.05(78.92),86.30(74.92),N.S.(N.S.),,77.65(54.77),65.74(51.70),69.01(52.26),59.00(46.24)
13/12/2008,105.00(81.51),89.91(76.62),86.17(73.01),N.S.(N.S.),,75.13(53.64),61.88(48.30),64.50(50.38),56.50(42.40)
06/12/2008,108.20(79.50),94.72(75.04),85.79(70.89),N.S.(N.S.),,70.67(53.92),59.19(47.17),60.17(49.13),57.37(40.60)
29/11/2008,109.96(78.50),96.85(73.10),86.99(69.46),N.S.(N.S.),,79.50(54.80),60.97(46.17),61.46(49.55),59.31(40.16)
22/11/2008,108.40(77.26),96.76(72.74),86.72(69.77),N.S.(N.S.),,83.90(53.46),66.11(43.93),68.63(47.02),63.78(37.99)
15/11/2008,109.03(77.00),98.77(71.39),89.07(66.30),N.S.(N.S.),,81.31(53.44),68.07(40.79),71.00(44.58),65.17(37.58)
08/11/2008,107.71(78.66),100.19(72.08),90.18(N.S.),N.S.(N.S.),,N.S.(53.95),69.12(39.32),70.73(N.S.),65.37(35.12)
01/11/2008,109.46(76.47),101.34(70.76),90.01(65.26),N.S.(N.S.),,83.95(53.81),74.88(40.02),72.75(43.95),68.22(35.04)
25/10/2008,114.23(76.01),106.50(N.S.),96.21(65.00),N.S.(N.S.),,90.24(51.52),79.69(38.20),N.S.(42.48),75.94(37.04)
18/10/2008,113.59(N.S.),107.29(71.50),98.95(N.S.),N.S.(N.S.),,93.65(48.70),83.14(38.18),84.21(41.58),79.83(36.32)
11/10/2008,N.S.(75.54),N.S.(70.76),N.S.(64.98),N.S.(N.S.),,91.01(51.95),82.26(38.51),84.37(43.38),79.08(36.35)
04/10/2008,111.43(73.87),105.19(69.29),97.97(63.23),N.S.(N.S.),,90.63(52.64),80.32(39.08),82.36(43.09),76.96(38.19)
27/09/2008,109.64(74.28),105.57(68.27),97.14(62.81),N.S.(N.S.),,99.95(53.19),83.73(38.84),87.14(43.27),82.95(37.02)
20/09/2008,108.36(74.81),102.49(66.93),97.94(62.37),N.S.(N.S.),,95.39(52.75),83.36(39.14),86.45(43.53),79.72(38.64)
13/09/2008,103.26(73.41),98.78(66.02),91.65(61.51),N.S.(N.S.),,N.S.(51.82),75.47(39.64),79.64(43.68),71.44(38.36)
06/09/2008,102.05(74.76),97.33(67.58),88.80(60.74),N.S.(N.S.),,86.09(51.14),71.96(40.91),75.18(42.37),68.57(38.85)
30/08/2008,100.87(74.50),95.96(66.88),88.54(60.63),N.S.(N.S.),,81.37(N.S.),70.36(40.67),71.79(43.42),67.90(38.11)
23/08/2008,102.00(74.45),96.18(67.45),89.13(61.67),N.S.(N.S.),,81.64(53.70),70.75(40.05),73.02(43.20),68.96(39.99)
