Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
26/08/2008,176.74(166.83),153.87(142.38),124.43(127.29),NS(NS),,114.15(120.04),65.54(94.63),81.82(96.64),63.77(77.37)
19/08/2008,179.36(171.08),153.62(141.50),126.26(125.14),NS(NS),,112.76(116.63),67.35(92.82),82.24(94.11),58.90(78.43)
27/12/2008,101.19(85.17),87.26(78.43),84.90(72.10),N.S.(N.S.),,N.S.(N.S.),N.S.(52.12),N.S.(N.S.),64.40(46.77)
20/12/2008,102.69(85.00),89.04(78.85),86.30(74.92),N.S.(N.S.),,76.11(55.12),65.73(51.89),68.85(52.22),59.00(46.24)
13/12/2008,103.91(83.16),89.92(76.55),86.17(73.01),N.S.(N.S.),,73.64(54.54),61.87(48.50),64.28(50.96),56.50(42.40)
06/12/2008,107.01(81.61),94.69(74.96),85.79(70.89),N.S.(N.S.),,68.78(54.60),59.21(47.41),60.08(49.41),57.37(40.61)
29/11/2008,109.99(81.00),96.88(73.03),86.99(69.46),N.S.(N.S.),,76.35(56.10),60.96(46.38),61.21(49.96),59.31(40.18)
22/11/2008,108.47(79.76),96.74(72.71),86.72(69.77),N.S.(N.S.),,81.30(54.90),66.08(44.20),68.17(47.50),63.78(37.99)
22/11/2008,108.47(79.76),96.74(72.71),86.72(69.77),N.S.(N.S.),,81.30(54.90),66.08(44.20),68.17(47.50),63.78(37.99)
15/11/2008,108.05(80.56),98.75(71.47),89.07(66.30),N.S.(N.S.),,78.64(54.44),68.09(41.10),70.54(44.99),65.17(37.61)
08/11/2008,107.74(85.28),100.19(72.13),90.18(N.S.),N.S.(N.S.),,N.S.(55.12),69.09(39.64),70.57(N.S.),65.37(35.12)
01/11/2008,109.91(81.02),101.33(70.80),90.01(65.26),N.S.(N.S.),,82.30(55.05),74.88(40.34),72.64(44.40),68.22(35.04)
25/10/2008,115.59(81.40),106.51(N.S.),96.21(65.00),N.S.(N.S.),,89.77(52.80),79.81(38.46),N.S.(43.02),75.94(37.04)
18/10/2008,114.94(N.S.),107.29(71.60),98.95(N.S.),N.S.(N.S.),,94.33(50.39),83.46(38.46),84.63(42.04),79.83(36.35)
11/10/2008,N.S.(82.55),N.S.(70.87),N.S.(64.98),N.S.(N.S.),,92.87(53.90),82.53(38.74),84.91(43.78),79.08(36.35)
04/10/2008,115.09(79.87),105.22(69.28),97.97(63.23),N.S.(N.S.),,93.66(54.70),80.75(39.35),82.52(43.67),76.96(38.19)
27/09/2008,113.53(81.56),105.63(68.32),97.14(62.81),N.S.(N.S.),,101.48(54.73),84.21(39.04),88.01(43.94),82.95(37.02)
20/09/2008,111.95(80.02),102.50(67.00),97.94(62.37),N.S.(N.S.),,97.23(53.84),83.63(39.36),87.11(44.10),79.72(38.64)
13/09/2008,107.91(79.75),98.82(66.05),91.65(61.51),N.S.(N.S.),,N.S.(53.48),75.67(39.82),80.32(43.93),71.44(38.36)
06/09/2008,108.35(80.10),97.37(67.68),88.80(60.74),N.S.(N.S.),,87.68(52.82),72.11(41.05),75.62(43.01),68.57(38.85)
30/08/2008,108.77(80.99),95.99(66.90),88.54(60.63),N.S.(N.S.),,83.78(N.S.),70.56(40.73),72.13(43.57),67.90(38.11)
23/08/2008,111.18(81.63),96.22(67.46),89.13(61.67),N.S.(N.S.),,83.49(54.47),70.95(40.16),73.42(43.58),68.96(39.99)
16/08/2008,111.94(82.70),95.60(68.49),88.31(62.76),N.S.(N.S.),,82.30(54.01),71.69(39.51),74.86(43.11),70.51(39.59)
09/08/2008,109.39(81.41),93.26(67.94),87.57(64.28),N.S.(N.S.),,77.37(54.27),69.87(39.14),70.84(43.26),68.83(38.46)
02/08/2008,109.56(83.42),92.43(68.66),87.63(64.51),N.S.(N.S.),,74.07(53.75),67.35(40.34),69.07(42.84),65.90(38.93)
26/07/2008,109.92(84.19),91.90(72.20),86.69(66.19),N.S.(N.S.),,69.20(58.45),64.11(40.09),65.73(43.04),64.08(38.34)
19/07/2008,116.96(86.37),91.72(69.88),84.84(66.65),N.S.(N.S.),,68.34(54.15),62.48(41.01),63.32(45.29),62.16(39.24)
12/07/2008,116.47(92.88),92.94(72.20),84.06(66.63),N.S.(N.S.),,67.69(53.71),61.93(40.47),62.89(43.57),61.95(39.44)
05/07/2008,119.28(96.71),93.29(75.10),85.92(67.73),N.S.(N.S.),,67.94(52.86),61.77(40.62),64.07(44.43),63.01(38.65)
05/07/2008,119.28(96.71),93.29(75.10),85.92(67.73),N.S.(N.S.),,67.94(52.86),61.77(40.62),64.07(44.43),63.01(38.65)
28/06/2008,118.11(97.11),94.97(78.96),89.44(69.40),N.S.(N.S.),,69.11(52.15),62.91(41.99),63.76(45.38),61.77(40.62)
21/06/2008,108.56(93.88),95.88(81.31),91.30(71.59),N.S.(N.S.),,66.19(52.07),62.25(44.32),62.77(45.96),61.68(42.17)
14/06/2008,101.75(88.42),94.00(80.47),94.07(73.38),N.S.(N.S.),,63.89(53.68),60.89(46.13),60.73(47.37),60.28(42.99)
07/06/2008,95.77(83.09),89.18(75.64),92.96(73.32),N.S.(N.S.),,61.15(53.84),60.36(46.74),59.54(48.42),58.57(44.04)
31/05/2008,96.77(80.72),87.23(73.15),90.84(73.93),N.S.(N.S.),,59.99(54.26),58.00(47.41),57.88(48.58),56.32(43.37)
24/05/2008,98.43(79.91),87.20(69.86),88.79(72.55),N.S.(N.S.),,59.58(56.55),57.09(47.67),57.62(49.92),55.51(44.12)
17/05/2008,98.58(80.50),87.31(69.74),88.36(70.60),N.S.(N.S.),,59.53(57.50),55.35(47.73),54.76(50.34),53.52(44.12)
10/05/2008,99.25(81.64),87.46(70.01),86.07(68.70),N.S.(N.S.),,59.54(58.47),55.14(47.91),55.27(51.23),52.54(43.47)
03/05/2008,101.15(86.41),87.53(71.77),86.36(69.74),N.S.(N.S.),,60.71(59.57),56.27(47.49),55.69(51.69),53.50(44.97)
26/04/2008,103.18(89.19),90.29(75.33),89.43(71.93),N.S.(N.S.),,60.88(60.30),56.40(47.81),56.00(50.32),54.83(45.42)
19/04/2008,98.18(80.00),N.S.(81.26),91.14(75.17),N.S.(N.S.),,60.45(60.64),54.42(47.12),55.46(52.30),53.48(44.60)
12/04/2008,87.13(90.97),83.97(84.77),90.96(78.91),N.S.(N.S.),,60.24(61.91),54.47(47.71),55.08(50.96),53.55(45.86)
05/04/2008,78.54(70.38),65.63(61.75),93.21(82.64),N.S.(N.S.),,60.39(N.S.),54.90(47.69),54.73(48.69),52.22(45.63)
29/03/2008,64.08(53.87),N.S.(55.67),60.97(53.73),N.S.(N.S.),,60.4(62.66),55.5(48.01),55.08(50),53.1(45.25)
22/03/2008,N.S.(N.S.),58.78(N.S.),N.S.(N.S.),N.S.(N.S.),,N.S.(62.11),55.52(49.83),55.51(50.53),54.26(45.02)
15/03/2008,N.S.(N.S.),N.S.(54.38),N.S.(N.S.),N.S.(N.S.),,61.8(60.96),56.05(48.9),56.73(56.46),53.34(45.9)
08/03/2008,66.15(56.36),N.S.(N.S.),60.76(50.41),N.S.(N.S.),,60.68(N.S.),56.07(50.5),55.96(N.S.),52.42(45.79)
01/03/2008,N.S.(N.S.),55.48(N.S.),57.02(N.S.),N.S.(N.S.),,59.83(61.44),54.02(50.33),54.88(54.88),51(46.43)
23/02/2008,66.64(60.02),59.28(57.2),58.15(52.33),N.S.(N.S.),,59.95(60.4),52.82(N.S.),53.68(53.68),50(45.79)
16/09/2008,68.38(60.67),62.35(N.S.),61.27(52.74),N.S.(N.S.),,59.89(60.53),51.84(50.17),51.66(51.66),49.76(45.5)
09/02/2008,70.72(63.51),63.3(61.1),59.63(53.12),N.S.(N.S.),,59.26(59.07),52.31(49.87),51.05(51.05),50.02(45.69)
02/02/2008,71.11(68.11),64.97(60.83),62.09(54.59),N.S.(N.S.),,58.95(59.91),53.22(49.93),50.88(50.88),50.28(46.64)
26/01/2008,74.09(67.79),66.2(60.63),65.57(56.43),N.S.(N.S.),,57.13(61.06),53.42(49.16),50.06(50.06),48.5(46.12)
19/01/2008,76.84(67.73),71.04(61.19),67.16(58.49),N.S.(N.S.),,59.08(60.24),52.58(48.96),51.38(51.38),48.04(46.76)
12/01/2008,79.82(69.4),73.97(61.11),68.17(59.3),N.S.(N.S.),,59.47(59.75),52.36(47.75),50.27(50.27),46.84(45.22)
05/01/2008,80.82(70.15),76.15(61.58),70.07(60.01),N.S.(N.S.),,57.91(57.64),51.69(48.11),54.07(49.81),46.75(45.12)
