Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
29/12/2018,162.56(154.45),133.79(137.07),142.60(131.80),NS(NS),,NS(NS),NS(NS),NS(NS),88.46(65.60)
22/12/2018,167.97(154.59),137.09(140.05),144.23(131.38),NS(NS),,127.78(114.04),97.64(84.21),105.74(92.70),89.04(64.00)
15/12/2018,171.66(161.44),140.90(140.74),148.93(129.80),NS (NS),,126.17(112.90),98.47(82.19),111.56(90.66),89.23(64.21)
08/12/2018,173.83(166.25),143.75(140.21),146.49(128.04),NS(NS),,127.88(112.68),102.08(78.38),112.38(90.16),92.22(63.66)
01/12/2018,170.50(165.46),147.73(142.71),151.40(131.48),NS( NS),,128.00(113.35),103.71(75.22),114.81(89.75),94.29(65.14)
24/11/2018,166.78(168.06),147.42(143.87),146.67(133.58),NS(NS),,126.89(114.93),102.53(75.90),112.14(92.03),93.74(65.46)
17/11/2018,169.67(169.25),147.66(142.35),146.60(133.28),NS(NS),,124.43(113.61),100.72(77.00),109.39(90.40),90.15(67.92)
10/11/2018,177.65(173.52),152.11(144.61),138.11(131.16),NS(NS),,123.37(113.06),NS (78.51),NS (93.47),85.73(66.94)
27/10/2018,169.82(170.93),149.99(152.32),141.61(129.01),NS(NS),,124.88(112.29),93.81(81.85),108.28(90.55),79.19(66.88)
13/10/2018,171.15(168.59),148.69(153.90),136.28(128.37),NS(NS),,127.30(115.07),94.26(82.12),108.78(88.81),80.18(62.64)
20/10/2018,NS(170.10),NS(149.11),NS(132.99),NS(NS),,126.14(114.11),93.14(NS),107.41(NS),78.98(NS)
06/10/2018,170.67(176.15),148.30(151.47),135.01(127.21),NS(NS),,128.53(113.57),94.85(80.84),113.40(90.32),80.65(61.87)
29/09/2018,169.82(NS),147.24(NS),131.94(NS),NS(NS),,134.54(111.73),95.67(80.26),110.89(84.59),86.11(60.20)
22/09/2018,168.57(170.80),148.95(154.15),134.49(127.38),NS(NS),,137.96(114.37),95.98(78.04),112.65(83.36),84.91(56.74)
15/09/2018,170.87(165.43),151.04(149.92),138.42(126.74),NS(NS),,135.77(109.98),95.97(72.15),111.69(80.99),83.32(55.60)
08/09/2018,168.96(171.23),154.24(148.41),140.40(124.18),NS(NS),,137.46(NS),95.11(69.03),110.15(78.53),82.68(59.04)
01/09/2018,170.78(167.65),156.89(150.40),138.80(124.67),NS(NS),,137.07(112.39),95.36(65.64),107.87(82.30),81.54(60.69)
25/08/2018,173.53(176.74),156.75(153.87),137.75(124.43),NS (NS),,NS(114.15),92.67(65.54),101.21(81.82),75.54(63.77)
18/08/2018,181.20(179.36),158.15(153.62),138.88(126.25),NS(NS),,124.71(112.76),87.96(67.35),98.72(82.24),69.09(58.90)
