0,1,2,3
Week Ending/Date,TOTAL TEA,TOTAL TEA,TOTAL TEA
,NORTH INDIA,SOUTH INDIA,ALL INDIA
29/12/2018,145.97 (141.57),88.46 (65.60),144.68 (139.88)
22/12/2018,149.79 (142.79),107.82 (92.69),141.32 (133.24)
15/12/2018,153.10 (145.09),107.63 (92.47),144.19 (135.43)
08/12/2018,155.65 (146.63),111.23 (89.80),148.16 (136.25)
01/12/2018,156.57 (148.26),111.03 (88.81),148.80 (137.57)
24/11/2018,153.65 (149.71),110.67 (89.96),144.93 (138.47)
17/11/2018,154.43 (149.51),109.29 (89.67),145.67 (137.71)
10/11/2018,156.30 (152.25),114.60 (90.46),148.71 (139.19)
27/10/2018,153.86 (152.47),104.57 (88.51),144.01 (139.27)
13/10/2018,153.86 (152.47),104.57 (88.51),144.01 (139.27)
20/10/2018,NS (156.56),106.02 (114.11),106.02 (152.41)
06/10/2018,152.38 (148.94),104.58 (90.27),145.25 (136.85)
29/09/2018,151.35 (NS),106.49 (89.81),145.58 (89.81)
22/09/2018,152.31 (151.95),109.19 (87.51),145.04 (139.41)
15/09/2018,154.56 (147.18),106.52 (84.35),147.05 (133.54)
08/09/2018,155.60 (147.74),103.43 (70.15),147.91 (135.11)
01/09/2018,156.51 (149.38),109.00 (81.26),148.67 (134.70)
25/08/2018,156.92 (153.73),91.50 (82.79),148.40 (139.18)
18/08/2018,160.35 (155.44),99.37 (82.88),148.55 (140.16)
11/08/2018,162.38 (153.56),94.24 (88.58),150.94 (140.76)
04/04/2018,163.96 (152.63),95.65 (87.61),149.37 (137.15)
28/07/2018,165.74 (152.94),93.78 (86.91),149.47 (137.38)
21/07/2018,166.34 (154.54),91.21 (83.90),147.04 (135.16)
14/07/2018,167.54 (153.48),92.68 (91.05),148.03 (141.94)
07/07/2018,170.14 (159.33),89.59 (102.86),148.14 (150.58)
30/06/2018,173.18 (158.74),90.61 (88.02),148.96 (141.94)
23/06/2018,170.21 (160.85),91.92 (90.20),147.11 (141.17)
16/06/2018,162.54 (160.61),93.18 (90.77),143.06 (139.75)
09/06/2018,158.74 (153.64),92.96 (90.83),138.01 (132.85)
02/06/2018,158.86 (145.37),91.72 (92.05),136.54 (128.92)
26/05/2018,156.10 (143.40),91.01 (96.75),134.98 (128.45)
19/05/2018,157.66 (148.23),93.91 (101.01),135.69 (131.61)
12/05/2018,160.79 (151.81),97.70 (99.83),139.31 (130.89)
05/05/2018,161.48 (150.89),102.29 (102.34),142.53 (131.05)
28/04/2018,156.75 (149.69),103.24 (106.48),138.23 (133.65)
21/04/2018,155.30 (147.47),107.09 (116.20),133.56 (134.77)
14/04/2018,146.48 (142.88),103.42 (105.47),126.81 (128.12)
07/04/2018,150.60 (125.55),104.84 (118.24),121.97 (121.72)
31/03/2018,96.39 (114.68),93.51 (118.83),95.08 (117.24)
24/03/2018,111.02 (110.59),106.37 (118.23),108.42 (114.88)
17/03/2018,NS (107.90),105.75 (118.27),105.75 (112.01)
10/03/2018,95.34 (107.83),104.83 (119.35),100.18 (111.78)
03/03/2018,108.49 (107.88),104.38 (120.61),106.92 (111.02)
24/02/2018,106.23 (111.58),105.87 (118.05),106.14 (113.31)
17/02/2018,108.40(112.09),105.34(117.22),107.91(113.08)
10/02/2018,110.52 (112.64),105.88 (115.77),109.67 (113.11)
03/02/2018,116.37 (116.26),104.47 (113.88),114.18 (115.87)
27/01/2018,114.88(119.31),101.83(112.79),111.68(118.15)
20/01/2018,127.23(125.72),100.39 (112.90),121.69(123.22)
14/01/2018,129.80 (128.19),100.45 (112.34),123.41 (125.10)
07/01/2018,137.19 (134.28),97.29 (110.93),129.31(129.64)
