0,1,2,3
Week Ending/Date,TOTAL TEA,TOTAL TEA,TOTAL TEA
,NORTH INDIA,SOUTH INDIA,ALL INDIA
15/07/2023,211.25(220.61),104.57(96.65),184.87(184.19)
08/07/2023,212.19(226.84),105.06(98.07),185.6(196.56)
01/07/2023,215.29(235.46),108.4(97.57),184.77(200.7)
24/06/2023,213.31(234.49),109.04(113.38),182.61(210.68)
17/06/2023,213.34(234.80),108.31(98.87),183.02(197.06)
10/06/2023,207.93(212.27),109.65(102.27),178.00(179.30)
03/06/2023,198.19(196.88),106.67(105.74),165.81(165.40)
27/05/2023,192.07(188.35),111.81(104.85),165.55(157.92)
20/05/2023,188.24(191.17),115.63(104.42),163.27(162.71)
13/05/2023,194.05(191.57),120.95(108.02),171.43(164.22)
06/05/2023,185.34(196.33),118.42(104.44),164.09(166.42)
29/04/2023,199.22(221.45),125.7(110.37),175.58(187.65)
22/04/2023,202.44(244.88),124.96(109.99),178.97(189.34)
15/04/2023,200.49(239.03),124.13(93.11),169.25(164.69)
08/04/2023,206.44(247.85),113.05(105.56),164.67(149.37)
01/04/2023,192.89(153.45),124.24(108.16),144.65(121.25)
25/03/2023,152.04(149.09),128.71(106.58),135.05(113.16)
18/03/2023,NS(NS),129.4(106.17),129.4(106.17)
11/03/2023,141.96(100.59),130.83(110.03),136.32(110.02)
04/03/2023,138.17(130.19),132.49(114.55),133.22(118.24)
25/02/2023,NS(136.52),133.20(117.87),133.20(128.84)
18/02/2023,147.89(134.22),132.32(120.30),140.55(124.55)
11/02/2023,141.58(146.49),134.82(120.77),139.53(136.69)
04/02/2023,142.13(150.50),133.52(119.97),140.07(143.05)
28/01/2023,149.61(142.43),133.52(121.47),145.90(136.10)
21/01/2023,147.19(154.62),131.89(119.00),144.23(147.50)
14/01/2023,153.97(161.18),128.24(116.43),149.50(152.15)
07/01/2023,158.13(165.41),126.39(112.01),152.23(155.21)
