Week Ending/Date,Location,Average_Price
26/12/2015,Kolkata,153.79(154.00)
19/12/2015,Kolkata,157.45(163.07)
12/12/2015,Kolkata,155.83(162.89)
05/12/2015,Kolkata,154.94(167.18)
28/11/2015,Kolkata,157.92(164.65)
21/11/2015,Kolkata,152.56(164.80)
14/11/2015,Kolkata,154.15(161.67)
07/11/2015,Kolkata,155.49(156.50)
31/10/2015,Kolkata,153.37(153.01)
24/10/2015,Kolkata,NS(151.69)
17/10/2015,Kolkata,157.02(151.82)
10/10/2015,Kolkata,162.17(150.25)
03/10/2015,Kolkata,153.90(NS)
26/09/2015,Kolkata,158.22(149.44)
19/09/2015,Kolkata,164.58(152.43)
12/09/2015,Kolkata,164.57(147.62)
05/09/2015,Kolkata,165.47(151.73)
29/08/2015,Kolkata,168.49(155.34)
22/08/2015,Kolkata,170.35(157.06)
15/08/2015,Kolkata,166.07(161.16)
08/08/2015,Kolkata,163.72(164.98)
01/08/2015,Kolkata,169.45(169.05)
25/07/2015,Kolkata,169.12(176.66)
18/07/2015,Kolkata,169.33(181.20)
11/07/2015,Kolkata,163.85(189.38)
04/07/2015,Kolkata,155.47(186.10)
27/06/2015,Kolkata,163.57(182.85)
20/06/2015,Kolkata,161.95(174.66)
13/06/2015,Kolkata,153.25(166.56)
06/06/2015,Kolkata,153.48(162.49)
30/05/2015,Kolkata,157.29(160.14)
23/05/2015,Kolkata,145.07(161.60)
16/05/2015,Kolkata,153.55(164.01)
09/05/2015,Kolkata,148.11(161.06)
02/05/2015,Kolkata,154.19(167.02)
25/04/2015,Kolkata,164.50(167.68)
18/04/2015,Kolkata,110.39(133.67)
11/04/2015,Kolkata,108.09(162.95)
04/04/2015,Kolkata,NS(113.96)
28/03/2015,Kolkata,84.97(102.38)
21/03/2015,Kolkata,NS(NS)
14/03/2015,Kolkata,91.99 (NS)
07/03/2015,Kolkata,86.73(109.66)
28/02/2015,Kolkata,96.04(NS)
21/02/2015,Kolkata,110.66(114.99)
14/02/2015,Kolkata,121.37(116.41)
07/02/2015,Kolkata,123.81(119.04)
31/01/2015,Kolkata,131.11(120.33)
24/01/2015,Kolkata,135.29(125.62)
17/01/2015,Kolkata,143.80(129.64)
10/01/2015,Kolkata,144.55(136.13)
03/01/2015,Kolkata,147.87(145.31)
26/12/2015,Guwahati,135.27(126.18)
19/12/2015,Guwahati,134.46(125.90)
12/12/2015,Guwahati,133.57(133.06)
05/12/2015,Guwahati,137.00(133.87)
28/11/2015,Guwahati,144.91(135.22)
21/11/2015,Guwahati,141.95(135.24)
14/11/2015,Guwahati,147.66(140.05)
07/11/2015,Guwahati,141.27(137.04)
31/10/2015,Guwahati,140.56(136.55)
24/10/2015,Guwahati,NS(136.59)
17/10/2015,Guwahati,140.92(136.25)
10/10/2015,Guwahati,141.25(135.50)
03/10/2015,Guwahati,145.37(NS)
26/09/2015,Guwahati,146.82(137.67)
19/09/2015,Guwahati,144.42(135.82)
12/09/2015,Guwahati,144.06(142.00)
05/09/2015,Guwahati,149.82(140.92)
29/08/2015,Guwahati,152.24(145.57)
22/08/2015,Guwahati,152.27(146.97)
15/08/2015,Guwahati,151.38(151.07)
08/08/2015,Guwahati,151.02(152.83)
01/08/2015,Guwahati,152.64(158.58)
25/07/2015,Guwahati,156.88(162.34)
18/07/2015,Guwahati,150.99(165.71)
11/07/2015,Guwahati,155.18(174.07)
04/07/2015,Guwahati,153.59(174.18)
27/06/2015,Guwahati,153.20(177.33)
20/06/2015,Guwahati,151.84(176.29)
13/06/2015,Guwahati,150.97(171.58)
06/06/2015,Guwahati,149.26(163.45)
30/05/2015,Guwahati,143.73(163.76)
23/05/2015,Guwahati,145.40(160.93)
16/05/2015,Guwahati,143.06(158.48)
09/05/2015,Guwahati,148.38(165.04)
02/05/2015,Guwahati,147.73(166.38)
25/04/2015,Guwahati,120.68(159.54)
18/04/2015,Guwahati,156.83(140.78)
11/04/2015,Guwahati,138.15(164.36)
04/04/2015,Guwahati,91.70(131.47)
28/03/2015,Guwahati,NS(91.43)
21/03/2015,Guwahati,NS(NS)
14/03/2015,Guwahati,104.98 (NS)
07/03/2015,Guwahati,100.93(109.59)
28/02/2015,Guwahati,104.08(NS)
21/02/2015,Guwahati,102.71(115.12)
14/02/2015,Guwahati,101.16(110.58)
07/02/2015,Guwahati,100.35(105.08)
31/01/2015,Guwahati,105.44(107.47)
24/01/2015,Guwahati,108.54(107.83)
17/01/2015,Guwahati,122.39(107.87)
10/01/2015,Guwahati,113.50(113.20)
03/01/2015,Guwahati,119.08(116.88)
26/12/2015,Siliguri,128.56(123.58)
19/12/2015,Siliguri,125.55(120.92)
12/12/2015,Siliguri,120.70(120.28)
05/12/2015,Siliguri,125.47(120.98)
28/11/2015,Siliguri,132.17(122.26)
21/11/2015,Siliguri,125.17(128.12)
14/11/2015,Siliguri,NS(128.50)
07/11/2015,Siliguri,121.91(123.03)
31/10/2015,Siliguri,120.13(126.00)
24/10/2015,Siliguri,NS(119.78)
17/10/2015,Siliguri,115.19(119.85)
10/10/2015,Siliguri,112.72(121.34)
03/10/2015,Siliguri,110.88(NS)
26/09/2015,Siliguri,115.23(122.03)
19/09/2015,Siliguri,116.21(124.20)
12/09/2015,Siliguri,118.19(123.96)
05/09/2015,Siliguri,120.68(123.22)
29/08/2015,Siliguri,119.17(121.53)
22/08/2015,Siliguri,120.75(124.24)
15/08/2015,Siliguri,123.26(127.60)
08/08/2015,Siliguri,127.01(129.44)
01/08/2015,Siliguri,126.78(132.00)
25/07/2015,Siliguri,128.52(134.38)
18/07/2015,Siliguri,126.49(138.57)
11/07/2015,Siliguri,124.03(144.10)
04/07/2015,Siliguri,126.32(148.11)
27/06/2015,Siliguri,127.75(154.91)
20/06/2015,Siliguri,130.38(158.51)
13/06/2015,Siliguri,130.51(151.22)
06/06/2015,Siliguri,133.00(143.90)
30/05/2015,Siliguri,135.62(137.38)
23/05/2015,Siliguri,136.30(140.85)
16/05/2015,Siliguri,129.71(138.38)
09/05/2015,Siliguri,130.77(140.12)
02/05/2015,Siliguri,133.22(146.69)
25/04/2015,Siliguri,139.30(145.80)
18/04/2015,Siliguri,140.50(150.21)
11/04/2015,Siliguri,137.20(149.73)
04/04/2015,Siliguri,122.70(148.92)
28/03/2015,Siliguri,125.35(95.63)
21/03/2015,Siliguri,78.45 (NS)
14/03/2015,Siliguri,77.08 (NS)
07/03/2015,Siliguri,NS(95.07)
28/02/2015,Siliguri,82.23(NS)
21/02/2015,Siliguri,88.67(95.60)
14/02/2015,Siliguri,97.64(98.58)
07/02/2015,Siliguri,102.42(105.34)
31/01/2015,Siliguri,111.55(106.67)
24/01/2015,Siliguri,119.21(110.77)
17/01/2015,Siliguri,123.11(113.71)
10/01/2015,Siliguri,122.51(118.12)
03/01/2015,Siliguri,121.55(122.44)
26/12/2015,Jalpaiguri,NS(NS)
19/12/2015,Jalpaiguri,NS(NS)
12/12/2015,Jalpaiguri,NS(NS)
05/12/2015,Jalpaiguri,NS(NS)
28/11/2015,Jalpaiguri,NS(NS)
21/11/2015,Jalpaiguri,NS(NS)
14/11/2015,Jalpaiguri,NS(NS)
07/11/2015,Jalpaiguri,NS(86.90)
31/10/2015,Jalpaiguri,NS(99.34)
24/10/2015,Jalpaiguri,NS(NS)
17/10/2015,Jalpaiguri,NS(NS)
10/10/2015,Jalpaiguri,NS(NS)
03/10/2015,Jalpaiguri,NS(NS)
26/09/2015,Jalpaiguri,NS(106.27)
19/09/2015,Jalpaiguri,NS(93.14)
12/09/2015,Jalpaiguri,86.03(106.60)
05/09/2015,Jalpaiguri,103.44(NS)
29/08/2015,Jalpaiguri,90.28(92.99)
22/08/2015,Jalpaiguri,100.84(102.39)
15/08/2015,Jalpaiguri,100.64(103.25)
08/08/2015,Jalpaiguri,NS(105.93)
01/08/2015,Jalpaiguri,NS(120.00)
25/07/2015,Jalpaiguri,NS(114.73)
18/07/2015,Jalpaiguri,NS(106.06)
11/07/2015,Jalpaiguri,NS(114.19)
04/07/2015,Jalpaiguri,NS(117.47)
27/06/2015,Jalpaiguri,NS(NS)
20/06/2015,Jalpaiguri,NS(124.43)
13/06/2015,Jalpaiguri,NS(NS)
06/06/2015,Jalpaiguri,NS(NS)
30/05/2015,Jalpaiguri,NS(NS)
23/05/2015,Jalpaiguri,NS(NS)
16/05/2015,Jalpaiguri,NS(NS)
09/05/2015,Jalpaiguri,NS(NS)
02/05/2015,Jalpaiguri,NS(NS)
25/04/2015,Jalpaiguri,NS(NS)
18/04/2015,Jalpaiguri,NS(NS)
11/04/2015,Jalpaiguri,NS(NS)
