Week Ending/Date,Location,Average_Price
29/12/2018,Kolkata,151.87(149.17)
22/12/2018,Kolkata,154.33(147.62)
15/12/2018,Kolkata,155.64(155.58)
08/12/2018,Kolkata,159.12(157.88)
01/12/2018,Kolkata,160.37(157.66)
24/11/2018,Kolkata,158.48(159.51)
17/11/2018,Kolkata,159.47(157.92)
10/11/2018,Kolkata,163.10(159.63)
27/10/2018,Kolkata,160.44(159.21)
13/10/2018,Kolkata,164.21(160.37)
20/10/2018,Kolkata,NS(159.12)
06/10/2018,Kolkata,160.79(165.01)
29/09/2018,Kolkata,160.65(NS)
22/09/2018,Kolkata,162.13(162.78)
15/09/2018,Kolkata,162.45(153.92)
08/09/2018,Kolkata,161.30(160.59)
01/09/2018,Kolkata,161.86(156.33)
25/08/2018,Kolkata,162.97(163.05)
18/08/2018,Kolkata,169.98(165.98)
11/08/2018,Kolkata,172.28(164.03)
04/04/2018,Kolkata,175.72(154.56)
28/07/2018,Kolkata,174.90(162.98)
21/07/2018,Kolkata,175.30(165.87)
14/07/2018,Kolkata,174.36(160.57)
07/07/2018,Kolkata,180.65(170.56)
30/06/2018,Kolkata,180.81(165.76)
23/06/2018,Kolkata,173.12(161.95)
16/06/2018,Kolkata,165.87(159.84)
09/06/2018,Kolkata,156.67(149.52)
02/06/2018,Kolkata,150.81(139.43)
26/05/2018,Kolkata,155.28(140.33)
19/05/2018,Kolkata,159.89(147.06)
12/05/2018,Kolkata,165.65(149.13)
05/05/2018,Kolkata,156.77(148.71)
28/04/2018,Kolkata,150.52(148.44)
21/04/2018,Kolkata,147.19(151.77)
14/04/2018,Kolkata,114.92(120.65)
07/04/2018,Kolkata,119.74(115.00)
31/03/2018,Kolkata,NS(NS)
24/03/2018,Kolkata,99.48(105.09)
17/03/2018,Kolkata,NS(106.99)
10/03/2018,Kolkata,NS(108.97)
03/03/2018,Kolkata,112.20(108.12)
24/02/2018,Kolkata,111.99(110.41)
17/02/2018,Kolkata,116.67(116.79)
10/02/2018,Kolkata,119.08(123.73)
03/02/2018,Kolkata,123.78(129.21)
27/01/2018,Kolkata,130.46(131.53)
20/01/2018,Kolkata,131.26(138.95)
14/01/2018,Kolkata,134.16(137.42)
07/01/2018,Kolkata,143.37(142.07)
29/12/2018,Guwahati,133.51(136.80)
22/12/2018,Guwahati,137.02(139.79)
15/12/2018,Guwahati,140.67(140.58)
08/12/2018,Guwahati,143.55(140.01)
01/12/2018,Guwahati,147.55(142.47)
24/11/2018,Guwahati,147.28(143.61)
17/11/2018,Guwahati,147.43(142.04)
10/11/2018,Guwahati,151.88(144.19)
27/10/2018,Guwahati,149.95(152.04)
13/10/2018,Guwahati,148.63(153.66)
20/10/2018,Guwahati,NS(148.86)
06/10/2018,Guwahati,148.20(151.24)
29/09/2018,Guwahati,147.19(NS)
22/09/2018,Guwahati,148.76(153.70)
15/09/2018,Guwahati,150.93(149.57)
08/09/2018,Guwahati,154.19(147.99)
01/09/2018,Guwahati,156.83(149.87)
25/08/2018,Guwahati,156.72(153.43)
18/08/2018,Guwahati,157.95(153.11)
11/08/2018,Guwahati,160.61(156.38)
04/04/2018,Guwahati,162.69(156.27)
28/07/2018,Guwahati,164.44(153.23)
21/07/2018,Guwahati,163.96(151.19)
14/07/2018,Guwahati,163.85(151.21)
07/07/2018,Guwahati,161.32(152.66)
30/06/2018,Guwahati,165.07(150.69)
23/06/2018,Guwahati,168.36(157.62)
16/06/2018,Guwahati,160.82(157.29)
09/06/2018,Guwahati,153.37(150.17)
02/06/2018,Guwahati,151.35(140.04)
26/05/2018,Guwahati,142.67(131.32)
19/05/2018,Guwahati,146.36(131.78)
12/05/2018,Guwahati,146.06(139.20)
05/05/2018,Guwahati,154.72(142.07)
28/04/2018,Guwahati,160.65(148.50)
21/04/2018,Guwahati,153.65(158.44)
14/04/2018,Guwahati,154.56(161.34)
07/04/2018,Guwahati,125.75(130.71)
31/03/2018,Guwahati,93.38(106.49)
24/03/2018,Guwahati,NS(NS)
17/03/2018,Guwahati,NS(109.54)
10/03/2018,Guwahati,99.30(104.74)
03/03/2018,Guwahati,99.12(106.32)
24/02/2018,Guwahati,99.85(110.20)
17/02/2018,Guwahati,103.25(106.49)
10/02/2018,Guwahati,104.53(105.59)
03/02/2018,Guwahati,108.40(106.14)
27/01/2018,Guwahati,112.03(111.18)
20/01/2018,Guwahati,120.58(118.20)
14/01/2018,Guwahati,126.34(119.67)
07/01/2018,Guwahati,132.49(123.86)
29/12/2018,Siliguri,142.60(131.79)
22/12/2018,Siliguri,144.23(131.38)
15/12/2018,Siliguri,148.93(129.78)
08/12/2018,Siliguri,146.49(128.02)
01/12/2018,Siliguri,151.40(131.47)
24/11/2018,Siliguri,146.67(133.55)
17/11/2018,Siliguri,146.60(133.26)
10/11/2018,Siliguri,138.11(131.20)
27/10/2018,Siliguri,141.61(129.01)
13/10/2018,Siliguri,136.28(128.37)
20/10/2018,Siliguri,NS(132.99)
06/10/2018,Siliguri,135.01(127.20)
29/09/2018,Siliguri,131.94(NS)
22/09/2018,Siliguri,134.49(127.38)
15/09/2018,Siliguri,138.42(126.73)
08/09/2018,Siliguri,140.40(124.18)
01/09/2018,Siliguri,138.80(124.67)
25/08/2018,Siliguri,137.74(124.43)
18/08/2018,Siliguri,138.87(126.25)
11/08/2018,Siliguri,139.98(124.33)
04/04/2018,Siliguri,142.63(127.64)
28/07/2018,Siliguri,145.01(126.41)
21/07/2018,Siliguri,146.36(129.39)
14/07/2018,Siliguri,144.87(132.76)
07/07/2018,Siliguri,146.68(132.59)
30/06/2018,Siliguri,150.39(135.59)
23/06/2018,Siliguri,149.15(140.97)
16/06/2018,Siliguri,143.50(144.49)
09/06/2018,Siliguri,145.44(138.24)
02/06/2018,Siliguri,151.40(132.88)
26/05/2018,Siliguri,149.11(135.55)
19/05/2018,Siliguri,142.88(143.32)
12/05/2018,Siliguri,134.17(140.96)
05/05/2018,Siliguri,134.86(138.16)
