Week Ending/Date,Location,Average_Price
31/12/2016,Kolkata,NS(150.97)
24/12/2016,Kolkata,157.37(160.32)
17/12/2016,Kolkata,161.22(164.17)
17/12/2016,Kolkata,161.22(164.17)
10/12/2016,Kolkata,159.70(163.93)
03/12/2016,Kolkata,162.27(164.14)
26/11/2016,Kolkata,164.35(166.82)
19/11/2016,Kolkata,164.10(163.09)
12/11/2016,Kolkata,163.55(166.10)
05/11/2016,Kolkata,160.73(162.96)
29/10/2016,Kolkata,159.27(162.19)
22/10/2016,Kolkata,161.15(NS)
15/10/2016,Kolkata,NS(166.09)
08/10/2016,Kolkata,155.68(170.22)
01/10/2016,Kolkata,162.03(161.98)
24/09/2016,Kolkata,160.50(166.49)
17/09/2016,Kolkata,162.58(171.09)
10/09/2016,Kolkata,163.36(173.65)
09/03/2016,Kolkata,165.61(175.42)
27/08/2016,Kolkata,166.83(180.25)
20/08/2016,Kolkata,167.57(184.63)
13/08/2016,Kolkata,174.03(180.80)
06/08/2016,Kolkata,175.75(179.62)
30/07/2016,Kolkata,177.98(185.04)
23/07/2016,Kolkata,179.87(188.24)
16/07/2016,Kolkata,187.07(187.30)
09/07/2016,Kolkata,180.75(175.88)
02/07/2016,Kolkata,183.26(176.00)
25/06/2016,Kolkata,180.91(182.95)
18/06/2016,Kolkata,181.65(176.61)
11/06/2016,Kolkata,171.84(168.20)
04/06/2016,Kolkata,159.29(164.97)
28/05/2016,Kolkata,159.45(168.90)
21/05/2016,Kolkata,161.59(159.95)
14/05/2016,Kolkata,164.41(171.11)
07/05/2016,Kolkata,165.89(164.59)
30/04/2016,Kolkata,170.19(163.28)
23/04/2016,Kolkata,175.47(175.14)
16/04/2016,Kolkata,177.05(115.72)
09/04/2016,Kolkata,144.87(109.22)
02/04/2016,Kolkata,NS(NS)
26/03/2016,Kolkata,NS(85.53)
19/03/2016,Kolkata,118.28(NS)
12/03/2016,Kolkata,NS(94.69)
05/03/2016,Kolkata,NS(86.73)
27/02/2016,Kolkata,109.77(96.04)
20/02/2016,Kolkata,119.41(111.80)
13/02/2016,Kolkata,123.87(122.72)
06/02/2016,Kolkata,123.33(125.09)
30/01/2016,Kolkata,123.07(132.84)
23/01/2016,Kolkata,134.99(136.57)
16/01/2016,Kolkata,142.78(144.22)
09/01/2016,Kolkata,149.74(146.27)
02/01/2016,Kolkata,150.97(151.02)
31/12/2016,Guwahati,128.12(125.97)
24/12/2016,Guwahati,131.52(135.32)
17/12/2016,Guwahati,130.62(134.52)
17/12/2016,Guwahati,130.62(134.52)
10/12/2016,Guwahati,134.02(133.65)
03/12/2016,Guwahati,133.81(137.19)
26/11/2016,Guwahati,138.21(145.05)
19/11/2016,Guwahati,137.29(142.01)
12/11/2016,Guwahati,139.22(147.77)
05/11/2016,Guwahati,137.41(141.44)
29/10/2016,Guwahati,138.31(140.67)
22/10/2016,Guwahati,140.71(NS)
15/10/2016,Guwahati,NS(141.20)
08/10/2016,Guwahati,139.25(141.69)
01/10/2016,Guwahati,138.97(145.55)
24/09/2016,Guwahati,139.63(146.99)
17/09/2016,Guwahati,138.37(144.87)
10/09/2016,Guwahati,140.32(144.82)
09/03/2016,Guwahati,141.60150.88)
27/08/2016,Guwahati,142.38(153.40)
20/08/2016,Guwahati,141.50(152.88)
13/08/2016,Guwahati,143.72(152.82)
06/08/2016,Guwahati,144.60(152.66)
30/07/2016,Guwahati,146.36(153.82)
23/07/2016,Guwahati,150.21(158.17)
16/07/2016,Guwahati,154.34(151.78)
09/07/2016,Guwahati,156.04(155.38)
02/07/2016,Guwahati,155.28(154.13)
25/06/2016,Guwahati,153.32(153.65)
18/06/2016,Guwahati,153.29(152.31)
11/06/2016,Guwahati,150.41(151.38)
04/06/2016,Guwahati,146.72(149.28)
28/05/2016,Guwahati,133.93(144.55)
21/05/2016,Guwahati,129.56(145.98)
14/05/2016,Guwahati,136.34(143.62)
07/05/2016,Guwahati,133.57(149.15)
30/04/2016,Guwahati,140.08(148.46)
23/04/2016,Guwahati,146.74(121.14)
