Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
28/12/2013,146.01(150.02),117.94(131.47),123.35(122.91),N.S.(98.99),,NS(NS),NS(NS),NS(NS),NS(NS)
21/12/2013,148.05(150.92),118.79(133.94),120.28(126.51),N.S.(102.06),,100.84(105.80),73.93(97.90),80.40(96.79),76.66(99.46)
07/12/2013,156.78(156.91),124.74(135.21),120.67(127.77),N.S.(103.55),,99.92(102.86),73.04(94.16),81.18(93.30),75.60(91.81)
30/11/2013,158.71(157.58),124.23(133.61),123.10(128.94),N.S.(105.07),,105.59(102.05),75.04(93.61),81.08(93.21),75.05(92.39)
23/11/2013,153.56(158.64),126.28(134.87),126.58(129.38),N.S.(104.67),,107.75(99.47),76.78(92.42),84.38(92.72),80.97(89.49)
16/11/2013,155.04(156.87),130.83(135.29),121.57(126.30),N.S.(100.71),,107.67(99.41),74.84(89.27),82.56(NS),77.55(87.91)
09/11/2013,153.35(156.08),131.90(131.40),120.62(122.4),83.27(98.93),,111.44(97.52),72.13(87.75),81.90(89.18),75.77(83.62)
02/11/2013,153.98 (152.76),130.49 (129.33),117.65 (120.08),85.00 (96.52),,112.25 (98.48),74.62(84.20),N.S.(87.31),75.48(82.04)
26/10/2013,158.61 (N.S.),132.59 (N.S.),118.36 (N.S.),N.S.(N.S.),,110.77 (98.57),78.07 (83.32),85.18 (87.19),76.88 (84.82)
19/10/2013,N.S. (155.24),N.S. (127.74),N.S. (113.36),N.S. (94.49),,113.58 (98.39),80.08 (84.69),89.93 (86.87),78.49 (84.98)
12/10/2013,162.20 (157.81),137.59 (131.21),115.07 (113.75),N.S.(95.27),,120.25 (99.71),85.01 (84.03),96.27 (86.61),82.92 (82.96)
05/10/2013,161.04 (NS),135.69 (133.39),116.82 (113.36),85.65 (97.62),,125.13 (101.96),86.89 (84.61),95.25 (87.77),85.66 (83.31)
28/09/2013,158.08 (157.49),131.80 (135.37),117.97 (112.58),87.74 (96.20),,131.49 (101.48),88.59 (87.60),98.54 (88.31),87.05 (83.94)
21/09/2013,158.47 (159.36),132.28 (136.13),116.66 (117.89),85.89 (100.96),,N.S. (102.02),88.11 (89.08),99.75 (91.45),89.14 (87.24)
14/09/2013,160.10 (167.08),131.44 (136.86),115.77 (119.97),93.50 (106.72),,130.17 (102.20),88.28 (91.85),101.06 (92.90),90.39 (88.13)
07/09/2013,156.74 (166.75),129.53 (139.27),113.90 (121.68),88.22 (105.08),,129.41 (97.75),87.02 (91.81),98.80 (93.10),92.87 (89.27)
31/08/2013,161.28 (169.18),132.90 (139.10),114.78 (122.95),91.33 (107.08),,126.81 (N.S.),86.71 (90.10),95.19 (91.30),88.10 (86.75)
24/08/2013,161.67 (168.91),132.92 (142.19),116.48 (125.24),91.02 (107.66),,123.39 (96.39),84.73 (87.34),92.90 (89.39),84.17 (87.48)
17/08/2013,173.07 (176.37),135.10 (141.27),115.80 (124.41),91.10 (108.69),,124.40 (97.20),85.13 (84.54),92.92 (87.33),84.54 (85.96)
10/08/2013,169.95 (168.84),139.87 (143.27),118.31 (126.34),90.24 (110.28),,124.90 (97.88),84.79 (84.17),94.18 (86.06),86.24 (85.59)
03/08/2013,169.10(167.87),141.14(143.63),121.57(127.63),92.41(107.42),,120.05(99.01),85.54(81.17),92.27(84.76),87.94(83.85)
27/07/2013,170.76(168.74),142.3(142.41),123.98(128.59),94.78(113.15),,118.7(97.18),84.21(78.58),91.74(82.59),91.87(80.22)
20/07/2013,175.67(169.66),145.21(144.24),124.85(129.30),93.70(110.40),,115.93(95.37),85.61(77.23),91.72(80.64),91.78(80.06)
13/07/2013,182.91(169.99),147.16(143.47),126.89(127.43),101.53(110.96),,111.74(95.17),88.23(76.43),92.27(79.41),92.50(80.25)
06/07/2013,184.02(171.12),149.14(148.91),128.07(129.80),103.42(111.09),,110.71(92.31),91.23(77.75),95.70(80.27),94.23(80.81)
29/06/2013,184.35(167.45),147.47(151.72),133.02(134.74),100.64(118.94),,111.00(90.85),92.04(79.41),95.95(81.07),92.75(79.21)
22/06/2013,176.05(173.06),143.30(154.52),137.12(141.96),109.64(125.93),,111.25(92.99),91.76(82.66),95.79(83.80),93.31(78.36)
15/06/2013,165.11(174.01),141.76(158.55),139.44(149.13),112.13(131.74),,110.29(97.05),90.65(88.44),95.64(85.50),90.33(78.88)
08/06/2013,160.27(180.20),139.23(161.92),138.89(153.32),113.50(134.28),,112.64(98.88),92.10(92.21),95.78(88.38),88.45(81.76)
01/06/2013,164.28(180.40),135.71(159.31),137.82(156.72),113.96(134.18),,114.70(99.85),92.22(93.27),96.92(90.24),89.67(81.24)
25/05/2013,173.77(177.46),142.09(160.38),134.02(156.51),122.20(142.42),,111.62(101.01),92.46(92.08),95.35(90.37),87.42(78.20)
18/05/2013,174.82(170.32),148.92(158.07),128.01(150.25),N.S.(143.07),,109.11(101.92),91.50(86.95),93.37(88.53),84.08(75.71)
11/05/2013,174.70(167.61),145.85(155.05),129.77(145.52),N.S.(137.45),,110.13(98.80),93.53(81.94),93.07(83.66),82.59(72.08)
04/05/2013,174.16(169.35),151.87(158.11),130.19(138.39),N.S.(N.S.),,118.08(101.25),97.45(79.66),98.80(80.08),83.61(69.43)
27/04/2013,172.79(157.48),157.15(155.62),132.53(141.57),138.68(N.S.),,124.91(105.23),100.72(78.62),103.12(79.14),87.24(69.14)
20/04/2013,166.00(120.00),164.65(142.01),138.81(139.73),N.S.(N.S.),,126.48(103.46),102.82(77.56),105.47(79.52),89.94(68.51)
13/04/2013,139.82(120.43),158.23(153.93),144.44(146.26),N.S.(N.S.),,130.11(99.16),105.09(76.10),110.26(79.51),91.84(65.97)
06/04/2013,133.05(97.99),129.75(133.30),143.98(122.72),N.S.(N.S.),,132.36(N.S.),109.56(74.42),112.81(78.68),96.11(66.26)
30/03/2013,N.S.(85.19),N.S.(88.63),N.S.(112.65),N.S.(N.S.),,N.S.(99.70),109.66(74.75),117.33(76.57),96.79(65.96)
