0,1,2,3
Week Ending/Date,TOTAL TEA,TOTAL TEA,TOTAL TEA
,NORTH INDIA,SOUTH INDIA,ALL INDIA
28/12/2013,130.89 (136.23),NS (NS),130.89 (136.23)
21/12/2013,130.50 (137.90),84.87 (100.80),117.85 (128.73)
07/12/2013,136.29 (141.37),83.86 (96.93),124.85 (130.89)
30/11/2013,137.54 (143.19),87.83 (96.99),127.37 (132.66)
23/11/2013,137.28 (141.23),87.15 (94.91),125.30 (130.23)
16/11/2013,136.58 (145.55),86.63 (93.69),123.26 (129.63)
09/11/2013,137.21 (136.56),87.11 (91.29),125.91 (126.35)
02/11/2013,136.04 (134.81),91.62 (90.47),127.99 (125.53)
26/10/2013,138.79 (N.S.),91.63 (89.40),129.99 (89.40)
19/10/2013,N.S. (134.66),95.22 (89.88),95.22 (125.71)
12/10/2013,142.21 (136.61),100.61 (89.16),130.10 (127.65)
05/10/2013,139.31 (129.15),102.02 (90.83),131.39 (118.52)
28/09/2013,138.89 (138.68),105.85 (93.30),132.21 (129.90)
21/09/2013,138.63 (141.03),90.74 (96.05),132.54 (131.79)
14/09/2013,139.28 (144.41),105.62 (95.68),133.24 (134.38)
07/09/2013,136.93 (145.85),101.45 (94.09),131.42 (131.91)
31/08/2013,139.49 (146.64),99.19 (89.90),132.35 (138.68)
24/08/2013,140.16 (148.20),97.09 (91.09),132.57 (133.85)
17/08/2013,143.73 (148.87),99.19 (90.39),135.44 (131.48)
10/08/2013,147.68 (150.25),97.94 (89.80),137.16 (134.74)
03/08/2013,147.90(150.40),96.90(88.34),136.17(134.43)
27/07/2013,149.32(150.36),96.25(85.71),136.67(133.41)
20/07/2013,151.33(150.59),97.03(84.28),136.75(132.09)
13/07/2013,155.20(149.22),97.51(83.62),140.26(128.23)
06/07/2013,158.43(152.76),99.44(83.83),141.66(129.01)
29/06/2013,157.89(154.04),99.83(84.10),137.88(128.13)
22/06/2013,154.67(158.19),99.54(86.49),134.01(131.04)
15/06/2013,150.39(162.32),98.21(91.44),131.32(138.58)
08/06/2013,147.62(167.09),100.73(93.82),132.31(139.84)
01/06/2013,149.48(166.57),101.66(94.33),133.74(138.42)
25/05/2013,153.17(165.98),99.41(93.45),131.70(137.93)
18/05/2013,156.11(160.45),97.50(92.46),130.82(132.54)
11/05/2013,152.98(156.53),98.44(87.10),129.43(128.41)
04/05/2013,150.96(154.73),105.69(86.48),132.36(125.78)
27/04/2013,151.61(149.77),110.04(89.36),132.53(119.25)
20/04/2013,150.08(134.01),111.70(88.06),129.73(109.11)
13/04/2013,144.69(141.80),113.67(84.80),129.31(99.84)
06/04/2013,138.90(116.83),116.51(73.54),125.47(86.19)
30/03/2013,N.S.(87.69),109.15(82.46),109.15(85.10)
23/03/2013,133.54(74.01),120.52(80.75),124.52(80.25)
16/03/2013,N.S.(79.96),111.82(79.06),111.82(79.29)
09/03/2013,129.76(85.56),107.44(78.79),116.67(82.65)
02/03/2013,144.81(89.96),102.06(77.58),119.72(85.50)
23/02/2013,130.16(90.61),101.31(75.70),119.67(86.01)
16/02/2013,125.54(93.58),101.36(76.97),117.78(89.45)
09/02/2013,123.52(94.19),101.16(76.77),117.25(89.55)
02/02/2013,122.76(97.95),99.71(76.06),115.99(93.45)
26/01/2013,125.84(99.61),99.73(77.06),118.08(92.45)
19/01/2013,127.69(101.47),101.03(75.23),121.23(94.05)
12/01/2013,130.25(103.11),101.24(73.56),122.25(96.13)
05/01/2013,134.75(106.11),101.97(72.10),125.79(97.72)
