Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
31/12/2016,NS(150.97),128.12(125.97),126.14(124.80),NS(NS),,NS(111.67),NS(NS),NS(88.39),99.14(74.71)
24/12/2016,157.37(160.32),131.52(135.32),128.90(128.56),NS(NS),,115.81(NS),107.52(84.70),107.30(NS),95.43(72.91)
17/12/2016,161.22(164.17),130.62(134.52),128.84(125.55),NS(NS),,113.77(111.67),105.86(83.82),104.20(86.82),94.62(68.79)
17/12/2016,161.22(164.17),130.62(134.52),128.84(125.55),NS(NS),,113.77(111.67),105.86(83.82),104.20(86.82),94.62(68.79)
10/12/2016,159.70(163.93),134.02(133.65),125.89(120.70),NS(NS),,113.21(109.58),104.65(82.55),103.42(83.93),94.43(66.30)
03/12/2016,162.27(164.14),133.81(137.19),126.55(125.47),NS(NS),,114.01(108.43),102.73(80.35),101.78(81.15),95.72(63.58)
26/11/2016,164.35(166.82),138.21(145.05),128.47(132.17),NS(NS),,114.70(108.56),101.13(77.30),101.31(80.70),94.59(64.66)
19/11/2016,164.10(163.09),137.29(142.01),124.00(125.17),NS(NS),,115.27(99.34),99.37(74.63),101.70(79.82),91.26(63.63)
12/11/2016,163.55(166.10),139.22(147.77),130.27(NS),NS(NS),,120.24(98.62),100.22(NS),101.42(NS),90.99(60.78)
05/11/2016,160.73(162.96),137.41(141.44),132.45(121.91),NS(NS),,116.23(99.32),100.19(74.06),100.50(79.33),91.34(57.50)
29/10/2016,159.27(162.19),138.31(140.67),129.59(120.13),NS(NS),,116.84(104.49),NS(73.77),NS(81.39),89.57(56.38)
22/10/2016,161.15(NS),140.71(NS),NS (NS),NS(NS),,116.51(108.64),98.75(74.76),99.53(78.08),86.53(54.59)
15/10/2016,NS(166.09),NS(141.20),NS(115.19),NS(NS),,114.82(107.84),97.27(74.18),102.47(81.16),88.40(51.79)
08/10/2016,155.68(170.22),139.25(141.69),127.22(112.72),NS(NS),,116.92(104.10),99.14(71.04),100.84(75.51),88.07(54.96)
01/10/2016,162.03(161.98),138.97(145.55),130.52(115.23),NS(NS),,115.00(104.21),100.40(69.71),100.89(76.08),88.52(56.33)
24/09/2016,160.50(166.49),139.63(146.99),129.71(115.23),NS(NS),,117.54(102.68),100.99(69.71),100.06(72.51),88.03(55.13)
17/09/2016,162.58(171.09),138.37(144.87),129.82(116.21),NS(NS),,NS(99.05),101.27(68.21),100.17(72.66),84.79(50.24)
10/09/2016,163.36(173.65),140.32(144.82),131.55(118.19),NS(86.03),,118.51(95.97),100.15(67.28),99.96(69.90),82.26(54.33)
09/03/2016,165.61(175.42),141.60150.88),130.08(120.68),NS(103.44),,121.12(96.78),97.48(66.51),97.41(72.36),78.87(54.72)
27/08/2016,166.83(180.25),142.38(153.40),127.29(119.17),NS(90.28),,120.04(NS),94.63(65.73),96.64(71.53),77.37(52.17)
20/08/2016,167.57(184.63),141.50(152.88),125.14(120.75),NS(100.84),,116.63(96.46),92.82(65.91),94.11(71.65),78.43(54.57)
13/08/2016,174.03(180.80),143.72(152.82),128.79(123.27),NS(NS),,117.70(94.83),90.33(65.42),92.09(70.98),77.76(58.30)
06/08/2016,175.75(179.62),144.60(152.66),132.32(127.01),NS(NS),,117.26(90.74),88.29(65.86),90.94(70.51),78.33(56.71)
30/07/2016,177.98(185.04),146.36(153.82),135.79(126.79),NS(NS),,121.14(91.33),87.47(65.78),91.47(72.28),79.49(55.26)
23/07/2016,179.87(188.24),150.21(158.17),138.38(128.53),NS(NS),,115.50(90.11),90.20(66.39),93.63(70.56),81.56(58.19)
