Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
31/12/2016,NS(147.26),127.81(125.94),126.14(124.80),NS(NS),,NS(108.58),NS(NS),NS(88.49),99.14(74.70)
24/12/2016,144.88(153.79),131.35(135.27),128.90(128.56),NS(NS),,111.99(NS),106.73(83.51),107.22(NS),95.43(72.87)
17/12/2016,148.67(157.45),130.57(134.46),128.84(125.55),NS(NS),,110.55(107.85),104.97(82.18),103.90(86.85),94.62(68.76)
10/12/2016,148.35(155.83),133.78(133.57),125.89(120.70),NS(NS),,108.17(105.87),103.81(80.87),103.24(83.87),94.43(66.11)
03/12/2016,152.06(154.94),133.44(137.00),126.55(125.47),NS(NS),,109.31(103.73),101.88(78.69),101.75(81.06),95.72(63.39)
26/11/2016,154.83(157.92),138.11(144.91),128.47(132.17),NS(NS),,110.00(105.30),100.18(75.52),101.16(80.56),94.59(64.30)
19/11/2016,154.58(152.56),137.02(141.95),124.00(125.17),NS(NS),,111.10(94.81),98.54(73.33),101.58(79.55),91.26(62.93)
12/11/2016,152.38(154.15),138.84(147.66),130.27(NS),NS(NS),,114.73(93.67),98.66(NS),101.07(NS),90.99(60.51)
05/11/2016,150.34(155.49),137.18(141.27),132.45(121.91),NS(NS),,112.43(94.38),98.47(72.45),100.27(79.24),91.34(57.25)
29/10/2016,147.48(153.37),137.98(140.56),129.59(120.13),NS(NS),,112.54(101.26),NS(72.12),NS(81.35),89.57(56.19)
22/10/2016,148.41(NS),140.46(NS),NS(NS),NS(NS),,112.52(106.71),97.23(73.26),99.43(77.93),86.53(54.32)
15/10/2016,NS(157.02),NS(140.93),NS(115.19),NS(NS),,111.45(105.60),95.58(72.71),102.40(81.11),88.40(51.73)
08/10/2016,144.54(162.17),139.15(141.25),127.22(112.72),NS(NS),,110.64(101.07),97.46(69.74),100.82(75.41),88.07(54.92)
01/10/2016,147.47(153.90),138.78(145.37),130.52(110.88),NS(NS),,111.49(100.70),98.24(68.30),100.80(75.89),88.52(56.21)
24/09/2016,149.87(158.22),139.27(146.82),129.71(115.23),NS(NS),,111.12(98.50),98.79(68.40),100.02(72.51),88.03(55.13)
17/09/2016,150.20(164.58),137.97(144.42),129.82(116.21),NS(NS),,NS(92.89),99.41(67.02),99.91(72.62),84.79(50.24)
10/09/2016,149.90(164.57),140.12(144.06),131.55(118.19),NS(86.03),,111.51(89.70),98.21(65.68),99.73(69.66),82.26(54.33)
03/09/2016,151.35(165.47),141.28(149.82),130.08(120.68),NS(103.44),,114.62(91.47),95.97(65.05),97.25(71.95),78.87(54.72)
27/08/2016,150.00(168.49),142.04(152.24),127.29(119.17),NS(90.28),,114.70(NS),92.73(64.38),96.43(71.58),77.37(52.17)
20/08/2016,155.05(170.35),141.17(152.27),125.14(120.75),NS(100.84),,111.39(91.13),90.82(64.39),93.72(71.34),78.43(54.57)
13/08/2016,158.31(166.07),143.12(151.38),128.79(123.26),NS(100.64),,111.68(90.11),87.89(64.18),91.48(70.27),77.76(58.30)
06/08/2016,159.40(163.72),144.15(151.02),132.32(127.01),NS(NS),,114.47(86.66),85.97(64.57),90.28(70.21),78.33(56.71)
30/07/2016,159.43(169.45),146.07(152.64),135.79(126.78),NS(NS),,115.98(86.06),85.42(64.68),91.17(71.21),79.49(55.26)
23/07/2016,162.54(169.12),149.85(156.88),138.38(128.52),NS(NS),,114.23(85.56),87.62(65.28),92.73(69.54),81.56(58.19)
16/07/2016,171.50(169.33),154.04(150.99),142.89(126.49),NS(NS),,113.15(87.72),91.00(65.03),94.33(73.46),82.86(58.21)
09/07/2016,163.96(163.85),155.34(155.18),140.11(124.03),NS(NS),,111.72(87.62),94.84(67.88),97.13(72.88),84.41(59.77)
02/07/2016,168.49(155.47),154.87(153.59),111.33(126.32),NS(NS),,114.66(87.90),96.19(68.27),98.93(72.40),84.60(60.85)
25/06/2016,163.93(163.57),152.88(153.20),118.13(127.75),NS(NS),,113.94(86.42),96.94(67.80),100.17(72.92),88.47(58.85)
18/06/2016,163.88(161.95),152.99(151.84),145.44(130.38),NS(NS),,123.70(86.80),98.16(65.29),100.54(71.98),89.39(56.72)
11/06/2016,154.04(153.28),150.08(150.97),142.79(130.51),NS(NS),,114.28(87.56),98.48(63.10),102.17(69.07),91.04(52.76)
04/06/2016,144.51(153.48),146.46(149.26),144.44(133.00),NS(NS),,111.23(88.88),97.36(62.74),100.94(70.48),87.85(52.14)
28/05/2016,144.66(157.29),133.69(143.73),141.03(135.62),NS(NS),,114.01(91.02),96.49(61.78),100.13(69.99),85.41(55.11)
21/05/2016,145.09(145.07),129.30(145.40),142.38(136.30),NS(NS),,113.75(91.01),95.24(64.89),100.15(70.93),84.88(55.83)
14/05/2016,150.15(153.55),136.08(143.06),136.63(129.71),NS(NS),,115.30(90.86),96.35(68.19),102.37(73.59),87.18(56.37)
07/05/2016,146.67(148.11),133.41(148.38),131.53(130.77),NS(NS),,112.35(92.28),96.23(71.37),103.15(78.31),90.01(57.96)
30/04/2016,149.14(154.19),139.84(147.73),130.81(133.33),NS(NS),,109.97(94.76),95.62(73.41),100.94(77.54),87.11(55.19)
23/04/2016,160.41(164.50),146.24(120.68),135.71(139.30),NS(NS),,110.46(97.71),92.97(75.44),99.68(78.49),87.98(55.87)
16/04/2016,164.44(110.39),154.38(156.83),146.80(140.50),NS(NS),,112.86(100.84),93.59(77.26),99.98(77.49),85.48(59.21)
09/04/2016,143.69(108.09),170.53(138.15),160.00(137.20),NS(NS),,115.66(100.11),93.73(76.49),100.55(79.21),83.17(60.17)
02/04/2016,NS(NS),119.11(91.70),140.78(122.70),NS(NS),,116.00(NS),91.59(77.58),98.00(80.03),83.15(61.85)
26/03/2016,NS(84.97),NS(NS),NS(125.35),NS(NS),,NS(97.94),90.74(78.30),96.56(80.36),79.96(59.12)
19/03/2016,111.62(NS),NS(NS),NS(78.45),NS(NS),,111.15(94.64),91.66(78.68),95.91(79.40),80.96(65.30)
12/03/2016,NS(91.99),105.35(104.98),NS(77.08),NS(NS),,107.11(95.85),94.19(77.67),94.58(79.32),78.88(66.16)
05/03/2016,NS(86.73),NS(101.00),102.43(NS),NS(NS),,109.51(95.77),100.18(79.32),97.86(80.54),79.83(65.12)
27/02/2016,109.77(96.04),108.52(104.08),NS(82.23),NS(NS),,114.44(98.60),106.62(78.55),103.37(80.90),82.49(63.62)
20/02/2016,119.41(110.66),108.19(102.71),104.43(88.67),NS(NS),,120.07(99.69),109.94(78.97),105.22(80.03),81.30(63.18)
13/02/2016,122.26(121.37),113.29(101.16),101.94(97.64),NS(NS),,121.57(99.95),110.64(78.95),105.64(80.87),84.45(60.67)
06/02/2016,117.94(123.81),113.04(100.35),105.48(102.42),NS(NS),,123.56(96.13),104.49(80.16),103.93(81.69),83.86(58.71)
30/01/2016,122.06(131.11),115.69(105.44),110.25(111.55),NS(NS),,121.41(96.43),102.74(78.93),101.11(81.06),80.16(56.67)
23/01/2016,131.62(135.29),115.34(108.54),116.50(119.21),NS(NS),,119.64(94.95),96.80(78.38),97.91(80.16),78.17(56.12)
16/01/2016,139.57(143.80),128.57(122.39),119.06(123.11),NS(NS),,118.93(97.20),94.44(77.25),94.73(78.72),79.50(52.94)
09/01/2016,145.47(144.55),129.16(113.50),124.25(122.51),NS(NS),,113.81(96.74),89.47(72.14),91.40(78.43),74.67(51.03)
02/01/2016,147.26(147.87),125.94(119.08),124.80(121.53),NS(NS),,108.58(99.48),NS(71.27),88.49(76.15),74.70(50.09)
