0,1,2,3
Week Ending/Date,TOTAL TEA,TOTAL TEA,TOTAL TEA
,NORTH INDIA,SOUTH INDIA,ALL INDIA
26/12/2020,172.48(143.20),134.02(106.29),165.32(140.07)
19/12/2020,169.08(146.60),132.36(93.88),162.54(136.28)
12/12/2020,171.63(150.88),129.52(92.50),163.54(136.04)
05/12/2020,172.56(149.48),130.66(92.98),165.37(138.97)
28/11/2020,176.26(147.75),162.05(93.23),174.54(138.16)
21/11/2020,182.98(151.10),165.14(93.90),180.39(140.84)
14/11/2020,197.74(148.75),187.61(91.66),196.97(138.02)
07/11/2020,203.93(149.22),163.14(90.94),196.13(135.63)
31/10/2020,205.16(154.15),159.57(93.59),186.39(143.78)
24/10/2020,220.85(155.56),154.79(93.36),205.66(145.01)
17/10/2020,231.45(152.03),149.41(96.04),209.53(143.11)
10/10/2020,245.67(135.91),151.80(96.30),221.55(120.55)
03/10/2020,258.13(166.69),161.30(97.55),236.36(147.77)
26/09/2020,264.12(152.83),177.09(97.25),247.54(144.93)
19/09/2020,269.45(155.80),188.96(95.61),254.67(146.67)
12/09/2020,267.83(156.60),192.74(84.52),247.34(149.49)
05/09/2020,277.84(161.81),190.88(92.60),262.91(151.69)
29/08/2020,282.56(158.58),181.85(91.83),262.29(148.10)
22/08/2020,284.98(161.97),169.12(93.68),262.22(152.04)
15/08/2020,283.20(162.56),163.06(90.62),254.63(148.12)
08/08/2020,282.83(168.29),147.20(90.27),253.63(153.31)
01/08/2020,274.65(169.18),142.57(91.27),244.56(151.58)
25/07/2020,265.85(169.80),138.99(88.79),220.00(150.30)
18/07/2020,270.24(169.22),132.91(88.54),232.60(148.37)
11/07/2020,254.02(165.71),126.35(88.53),200.86(146.95)
04/07/2020,261.91(169.49),117.05(95.17),219.07(151.15)
27/06/2020,253.75(169.81),111.81(98.44),209.90(153.31)
20/06/2020,246.56(173.32),109.20(103.91),195.71(157.29)
13/06/2020,227.07(164.61),104.96(105.03),176.35(150.22)
06/06/2020,218.97(158.47),101.64(105.91),175.01(145.38)
30/05/2020,189.60(156.21),100.99(107.50),149.33(143.88)
23/05/2020,198.21(155.30),99.35(106.29),151.28(143.98)
16/05/2020,195.98(153.96),101.10(108.44),155.76(142.07)
09/05/2020,188.02(157.56),102.94(110.47),130.96(143.36)
02/05/2020,206.03(163.83),97.44(110.89),126.48(149.81)
25/04/2020,121.22(160.31),104.65(112.00),110.53(144.86)
18/04/2020,NS(163.05),130.27(100.03),130.27(143.78)
11/04/2020,NS(162.58),121.58(111.00),121.58(137.47)
04/04/2020,NS(146.10),NS(111.14),NS(128.69)
21/03/2020,89.45(114.95),90.88(112.50),90.16(113.45)
14/03/2020,90.82(107.51),92.98(112.66),92.34(110.48)
07/03/2020,91.31(114.15),94.38(111.92),92.18(113.16)
29/02/2020,96.48(113.22),89.29(111.14),94.35(112.57)
22/02/2020,96.39(111.91),94.28(109.89),95.98(111.34)
15/02/2020,100.20(116.87),95.72(110.42),99.44(115.25)
08/02/2020,106.75(121.32),94.78(110.98),104.64(118.98)
01/02/2020,113.21(124.36),96.34(113.42),110.13(121.96)
25/01/2020,118.94(131.85),97.50(113.33),115.19(127.41)
18/01/2020,124.79(135.26),97.59(112.59),120.01(130.16)
11/01/2020,132.20(138.85),97.73(109.36),125.63(132.53)
04/01/2020,138.68(141.11),87.06(107.54),132.36(133.70)
