Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
07/03/2020,101.49(115.79),86.14(NS),91.28(107.78),NS(NS),,116.51(127.19),79.65(101.65),91.62(107.00),63.03(92.33)
29/02/2020,103.45(113.26),89.03(121.65),NS(105.05),NS(NS),,115.54(126.29),80.73(100.40),92.45(104.19),61.16(89.32)
22/02/2020,109.64(114.70),86.02(NS),96.62(108.42),NS(NS),,115.86(126.74),79.97(98.80),93.35(104.79),67.18(87.07)
15/02/2020,111.38(119.85),92.23(124.68),97.72(111.39),NS(NS),,116.70(129.72),82.20(98.62),92.75(103.63),66.60(90.39)
08/02/2020,118.72(126.21),99.91(120.57),100.12(115.83),NS(NS),,117.27(129.00),81.24(99.52),91.69(104.47),66.14(88.44)
01/02/2020,128.94(129.62),106.67(122.45),105.55(119.45),NS(NS),,119.05(130.93),82.20(99.99),92.68(108.22),66.47(87.54)
25/01/2020,130.25(142.83),112.20(124.12),114.95(127.08),NS(NS),,117.68(129.98),82.85(101.25),95.41(108.18),66.25(89.31)
18/01/2020,134.41(148.72),118.91(123.48),120.51(131.35),NS(NS),,118.11(128.14),83.86(100.62),94.78(107.08),64.64(89.11)
11/01/2020,143.46(153.46),128.25(127.74),125.32(135.46),NS(NS),,117.34(127.40),84.47(100.15),94.22(106.78),74.98(89.51)
04/01/2020,152.40(154.72),132.38(130.96),133.67(136.74),NS(NS),,NS(126.74),84.25(98.23),95.65(106.10),NS(89.64)
