Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
25/12/2021,195.20(183.61),167.91(160.80),172.21(164.48),NS(NS),158.49(128.08),137.55(171.84),94.21(112.94),111.38(130.42),86.98(99.16)
18/12/2021,192.17(176.24),175.77(157.43),178.90(160.59),NS(NS),160.55(126.37),131.83(170.61),94.01(110.74),107.15(129.53),86.83(99.10)
11/12/2021,201.17(176.11),178.89(165.85),179.26(157.84),NS(NS),143.40(140.03),125.48(173.74),97.54(107.07),106.23(137.50),86.95(98.32)
04/12/2021,209.80(181.13),181.62(163.78),169.49(158.00),NS(NS),136.55(111.00),125.33(185.58),97.42(108.56),99.00(136.99),83.77(133.38)
27/11/2021,224.98(186.52),185.18(168.80),170.54(156.82),NS(NS),148.79(162.33),125.57(197.97),96.12(128.93),100.66(160.31),81.61(128.13)
20/11/2021,223.46(190.86),185.48(176.33),180.46(162.12),NS(NS),131.28(161.82),126.65(196.09),92.14(141.61),98.24(159.01),78.55(136.26)
13/11/2021,205.26(216.65),187.18(186.39),186.85(174.94),NS(NS),138.88(180.10),123.52(195.57),89.50(NS),92.99(NS),76.70(137.67)
06/11/2021,209.17(223.97),186.43(191.65),190.14(194.98),NS(NS),145.62(NS),122.42(194.12),88.07(149.31),NS(159.44),74.23(136.57)
30/10/2021,203.09(NS),177.17(205.06),176.53(NS),NS(NS),140.03(205.69),126.17(187.12),85.58(151.39),91.10(159.93),71.75(133.75)
23/10/2021,211.73(241.28),176.98(214.48),175.62(208.57),NS(NS),NS(205.78),123.62(182.89),83.05(150.07),91.68(156.02),76.66(132.77)
16/10/2021,NS(248.03),NS(226.98),NS(211.91),NS(NS),149.51(220.53),118.36(180.36),84.86(145.33),89.75(156.14),76.53(121.42)
09/10/2021,208.58(258.59),172.81(239.38),153.22(224.61),NS(NS),147.83(247.17),117.03(173.10),86.30(146.37),89.91(154.90),78.22(133.94)
02/10/2021,210.54(269.09),180.46(257.40),161.56(239.57),NS(NS),116.82(254.80),118.64(175.67),89.50(156.33),95.31(166.29),81.69(144.25)
25/09/2021,210.30(274.35),177.76(264.71),161.88 (247.18),NS(NS),142.91(251.80),120.20(188.46),91.16(170.74),95.96(180.74),79.51(165.36)
18/09/2021,203.95(283.32),181.04(274.79),164.62(251.40),NS(NS),152.84(229.86),119.33(197.36),92.86(185.50),95.85(192.72),78.95(181.35)
11/09/2021,204.70(NS),174.56(281.29),168.68(253.80),NS(NS),147.89(263.75),117.78(195.02),92.78(193.04),97.42(192.82),78.80(179.85)
04/09/2021,211.73(297.00),172.35(289.69),169.57(255.01),NS(NS),143.74(275.17),123.61(NS),94.04(194.12),98.15(190.87),75.35(174.35)
28/08/2021,210.48(302.91),170.71(297.81),173.78(248.69),NS(NS),135.57(272.60),123.83(177.99),92.24(187.93),101.57(178.95),74.54(160.63)
21/08/2021,220.83(312.13),173.40(296.08),169.84(245.22),NS(NS),148.44(235.64),NS(166.95),90.79(173.65),101.68(166.76),79.21(151.82)
14/08/2021,211.27(314.22),173.36(297.90),169.29(246.81),NS(NS),148.41(258.72),119.64(156.35),89.50(168.49),101.24(158.91),76.95(143.75)
07/08/2021,210.38(313.58),175.63(288.71),178.66(251.87),NS(NS),145.00(256.52),120.20(142.65),88.97(150.86),100.70(149.62),79.64(139.04)
31/07/2021,213.93(299.17),180.68(279.22),177.25(246.18),NS(NS),193.62(235.83),118.01(133.30),91.52(147.09),101.26(144.15),80.47(129.19)
24/07/2021,214.17(290.01),183.67(NS),185.05(241.01),NS(NS),152.80(244.98),117.95(131.42),90.64(141.50),102.37(141.44),80.84(122.95)
17/07/2021,224.12(286.15),195.69(281.23),181.51(236.66),NS(NS),174.92 296.47),116.02(126.45),90.87(137.68),101.84(136.45),81.74(111.41)
10/07/2021,229.40 (271.25),207.14 (NS),181.19 (231.40),NS(NS),178.29(249.28),116.99(118.59),92.44(128.41),109.01(128.30),78.88(105.30)
03/07/2021,247.99(266.99),225.96(272.12),192.22(228.76),NS(NS),206.35(NS),122.37(110.21),94.20(116.15),110.08(116.02),87.11(97.17)
26/06/2021,238.82(247.44),230.82(263.58),203.53(226.20),NS(NS),239.89(247.19),124.42(106.70),94.34(112.88),110.82(112.48),NS(88.65)
19/06/2021,236.20(247.44),234.00(252.15),214.41(219.99),NS(NS),200.31(255.77),123.66(103.02),97.51(110.21),110.80(108.21),108.31(87.90)
12/06/2021,223.94(222.93),233.97(229.90),221.68(207.24),NS(NS),216.31(239.93),128.56(103.51),110.49(106.63),115.71(103.13),103.24(80.08)
05/06/2021,226.43(205.82),226.96(214.39),217.32(202.48),NS(NS),205.50(210.00),134.59(102.29),116.00(98.24),124.14(104.62),104.91(78.37)
29/05/2021,NS(NS),223.07(196.56),211.23(180.23),NS(NS),203.38,141.32(106.33),NS(94.66),NS(104.37),102.81(75.30)
22/05/2021,221.95(NS),217.89(195.51),207.44(195.66),NS(NS),187.59,155.42(110.52),122.22(92.89),132.95(105.02),107.32(74.57)
15/05/2021,214.24(135.67),211.57(216.54),203.21(188.64),NS(NS),187.99,142.60(113.08),125.54(93.21),125.25(105.03),112.59(74.60)
08/05/2021,219.79(NS),204.12(150.05),198.30(209.05),NS(NS),179.12,133.19(118.85),120.89(93.93),121.89(NS),109.20(77.05)
05/05/2021,129.79(NS),204.12(150.05),198.30(209.05),NS(NS),179.12,133.19(118.85),120.89(93.93),121.89(NS),109.20(77.05)
01/05/2021,206.04(NS),197.68(217.12),198.32(204.25),NS(NS),167.87,130.23(90.05),116.29(96.35),119.15(NS),103.19(77.26)
24/04/2021,212.06(NS),199.02(111.35),209.78(129.50),NS(NS),185.53,133.80(120.28),113.09(91.05),122.64(106.05),106.26(79.29)
17/04/2021,215.88(NS),NS(NS),211.39(NS),NS(NS),184.14,144.05(130.27),113.10(NS),121.46(NS),106.17(NS)
10/04/2021,195.14(NS),231.06(NS),213.18(NS),NS(NS),211.37,152.67(119.84),116.23(NS),124.93(NS),104.82(NS)
03/04/2021,NS(NS),157.20(NS),NS(NS),NS(NS),NS,NS(NS),118.40(NS),130.37(NS),113.84(NS)
27/03/2021,145.91(NS),NS(NS),169.16(NS),NS(NS),NS,162.14(NS),122.10(NS),131.58(NS),114.29(NS)
20/03/2021,NS(89.92),NS(82.23),NS(NS),NS(NS),NS,163.36(110.83),122.16(81.17),130.02(89.90),112.89(58.29)
