0,1,2,3
Week Ending/Date,CTC Leaf & All Dust,CTC Leaf & All Dust,CTC Leaf & All Dust
,NORTH INDIA,SOUTH INDIA,ALL INDIA
25/12/2021,178.87(168.38),108.75(132.27),164.95(161.63)
18/12/2021,182.88(163.83),107.62(129.46),168.97(157.64)
11/12/2021,186.49(165.90),107.39(127.41),173.14(158.31)
04/12/2021,187.95(166.43),104.29(128.92),171.78(159.74)
27/11/2021,193.12(169.86),103.61(162.61),177.86(168.99)
20/11/2021,194.83(176.11),102.89(165.09),179.24(174.50)
13/11/2021,191.72(193.21),97.74(189.01),174.70(192.91)
06/11/2021,197.54(200.86),97.98(162.46),173.82(193.58)
30/10/2021,184.38(205.06),95.27(158.91),167.83(186.84)
23/10/2021,188.61(219.44),92.97(154.29),169.88(204.62)
16/10/2021,149.51(228.64),93.37(149.02),93.41(206.95)
09/10/2021,179.49(241.57),94.25(151.06),163.74(217.56)
02/10/2021,183.99(256.06),98.08(160.48),169.61(234.05)
25/09/2021,182.63(261.84),99.80(175.57),166.48(245.40)
18/09/2021,181.81(268.81),100.30(189.05),163.81(253.97)
11/09/2021,181.06(267.98),96.96(192.53),165.06(248.31)
04/09/2021,182.32(278.54),99.69(191.74),167.44(262.80)
28/08/2021,182.54(281.85),99.05(182.41),165.70(261.66)
21/08/2021,183.56(284.10),91.57(169.04),170.48(261.27)
14/08/2021,182.57(281.90),97.05(163.38),164.25(253.23)
07/08/2021,186.49(282.38),99.12(147.52),169.93(253.42)
31/07/2021,188.82(273.91),98.81(142.37),168.35(243.41)
24/07/2021,191.91(258.24),98.04(137.60),169.39(212.52)
17/07/2021,197.01(263.06),98.15(131.40),173.19(225.58)
10/07/2021,201.79(240.44),97.43(123.72),175.61(190.19)
03/07/2021,216.84(253.63),102.95(113.53),185.79(211.86)
26/06/2021,220.51(247.97),102.75(108.68),180.06(205.09)
19/06/2021,224.71(240.36),106.21(105.73),180.65(190.29)
12/06/2021,226.24(220.91),116.23(102.18),194.58(171.11)
05/06/2021,222.90(207.86),121.34(98.62),187.09(164.96)
29/05/2021,216.28(188.50),139.23(98.87),197.66(148.97)
22/05/2021,214.96(195.55),135.36(97.23),185.02(149.38)
15/05/2021,209.64(193.14),130.33(99.17),173.46(153.67)
08/05/2021,205.92(187.94),124.23(100.82),175.32(130.82)
05/05/2021,205.92(187.94),124.23(100.82),175.32(130.82)
01/05/2021,199.96(205.96),119.65(93.09),168.07(126.00)
24/04/2021,205.65(121.25),121.54(102.83),176.35(109.62)
17/04/2021,212.37(NS),122.66(130.27),171.43(130.27)
10/04/2021,212.47(NS),127.60(119.84),174.50(119.84)
03/04/2021,157.20(NS),120.57(NS),129.32(NS)
27/03/2021,158.23(NS),141.04(NS),147.48(NS)
20/03/2021,NS(84.16),140.71(88.69),140.71(86.43)
13/03/2021,146.51(90.82),140.06(91.34),143.54(91.18)
06/03/2021,147.73(89.03),137.18(92.30),142.20(89.95)
27/02/2021,156.87(91.28),143.06(87.76),151.61(90.17)
20/02/2021,156.87(91.91),145.31(92.94),153.31(92.12)
13/02/2021,157.54(97.43),146.09(93.77),154.54(96.80)
06/02/2021,158.52(104.64),142.89(93.16),155.20(102.53)
30/01/2021,162.76(110.77),147.95(94.67),159.99(107.71)
23/01/2021,167.33(117.65),146.29(95.40),163.48(113.69)
16/01/2021,170.94(123.40),147.11(95.19),166.14(118.41)
09/01/2021,172.07(130.52),145.61(96.10),167.12(123.90)
02/01/2021,173.02(135.42),108.74(86.06),171.76(129.19)
