0,1,2,3
Week Ending/Date,TOTAL TEA,TOTAL TEA,TOTAL TEA
,NORTH INDIA,SOUTH INDIA,ALL INDIA
31/12/2022,167.71(175.33),112.13(NS),162.64(175.33)
24/12/2022,172.03(179.43),125.82(110.41),164.34(166.93)
17/12/2022,176.97(183.21),123.73(109.75),167.15(170.75)
10/12/2022,185.47(188.26),120.89(109.84),173.53(176.17)
03/12/2022,188.56(189.31),123.75(106.83),176.94(174.59)
26/11/2022,193.86(193.06),127.16(106.25),182.03(179.60)
19/11/2022,200.02(195.06),129.27(105.57),187.39(181.40)
12/11/2022,201.92(192.90),127.83(100.36),189.15(177.97)
05/11/2022,202.08(199.28),125.91(102.04),188.43(178.64)
29/10/2022,207.39(187.76),120.81(98.71),191.19(171.37)
22/10/2022,207.99(191.36),114.91(96.29),189.41(174.57)
15/10/2022,206.80(149.51),114.24(96.75),188.02(96.79)
08/10/2022,NS(186.27),115.28(98.20),115.28(170.47)
01/10/2022,201.79(189.61),119.98(102.10),186.25(176.41)
24/09/2022,202.23(189.92),116.14(103.55),186.92(175.04)
17/09/2022,209.07(187.56),114.70(104.62),192.73(170.77)
10/09/2022,222.22(189.20),100.08(99.79),204.96(172.75)
03/09/2022,225.68(188.16),114.13(102.26),203.81(172.99)
27/08/2022,224.82(188.19),113.31(101.73),204.49(171.25)
20/08/2022,226.43(189.82),111.15(92.48),202.51(176.86)
13/08/2022,229.93(188.89),107.70(100.14),200.45(170.36)
06/08/2022,231.45(193.33),107.65(102.21),203.43(176.63)
30/07/2022,232.31(195.15),107.86(102.28),203.39(174.77)
23/07/2022,226.46(198.68),102.61(101.15),193.24(175.83)
16/07/2022,220.61(202.75),96.65(102.39),184.19(178.50)
09/07/2022,226.84(206.57),98.07(101.51),196.56(180.08)
02/07/2022,235.46(222.73),97.57(107.56),200.70(191.43)
25/06/2022,234.49(226.13),113.38(106.57),210.68(185.75)
18/06/2022,234.80(228.75),98.87(110.46),197.06(185.41)
11/06/2022,212.27(230.13),102.27(120.16),179.30(199.95)
04/06/2022,196.88(227.73),105.74(124.65),165.40(192.54)
28/05/2022,188.35(216.44),104.85(142.51),157.92(196.49)
21/05/2022,191.17(220.22),104.42(136.50),162.71(190.04)
14/05/2022,191.57(214.36),108.02(131.67),164.22(177.79)
07/05/2022,206.84(211.48),108.93(126.25),175.75(180.81)
30/04/2022,221.45(205.82),110.37(122.20),187.65(173.08)
23/04/2022,244.89(209.66),109.99(124.34),189.34(179.76)
16/04/2022,239.03(215.02),93.11(125.86),164.69(173.62)
09/04/2022,247.85(214.13),105.56(130.63),149.37(175.82)
02/04/2022,153.45(157.33),108.16(121.85),121.25(130.08)
26/03/2022,149.09(158.98),106.57(143.37),113.15(149.06)
19/03/2022,NS(NS),106.17(142.51),106.17(142.51)
12/03/2022,100.59(146.55),110.04(141.61),110.03(144.19)
05/03/2022,130.19(147.73),114.55(139.13),118.24(143.07)
26/02/2022,136.52(157.96),117.81(145.16),128.80(152.87)
19/02/2022,134.22(158.86),120.30(147.02),124.55(155.11)
12/02/2022,146.49(158.57),120.77(147.66),136.69(155.71)
05/02/2022,150.50(160.50),119.97(145.07),143.05(157.17)
29/01/2022,142.43(165.72),121.47(149.60),136.10(162.63)
22/01/2022,154.62(171.17),119.00(148.17),147.50(166.93)
15/01/2022,161.18(174.71),116.43(149.09),152.15(169.50)
08/01/2022,165.41(175.29),112.01(147.05),155.21(169.99)
01/01/2022,175.33(177.42),NS(108.74),175.33(176.19)
